Bovine Spongiform Encephalopathy/aggressive1.mp4
Bovine Spongiform Encephalopathy/aggressive2.mp4
Bovine Spongiform Encephalopathy/aggressive3.mp4
Bovine Spongiform Encephalopathy/head_tossing1.mp4
Bovine Spongiform Encephalopathy/head_tossing2.mp4
Bovine Spongiform Encephalopathy/headshy1.mp4
Bovine Spongiform Encephalopathy/headshy2.mp4
Bovine Spongiform Encephalopathy/headshy3.mp4
Bovine Spongiform Encephalopathy/kicking_out1.mp4
Bovine Spongiform Encephalopathy/kicking_out2.mp4
Bovine Spongiform Encephalopathy/kicking_out3.mp4
Bovine Spongiform Encephalopathy/kicking_out4.mp4
Bovine Spongiform Encephalopathy/kicking_out5.mp4
Bovine Spongiform Encephalopathy/locomotion1.mp4
Bovine Spongiform Encephalopathy/locomotion2.mp4
Bovine Spongiform Encephalopathy/locomotion3.mp4
Bovine Spongiform Encephalopathy/locomotion4.mp4
Bovine Spongiform Encephalopathy/locomotion5.mp4
Bovine Spongiform Encephalopathy/locomotion6.mp4
Bovine Spongiform Encephalopathy/locomotion7.mp4
Bovine Spongiform Encephalopathy/locomotion8.mp4
Bovine Spongiform Encephalopathy/locomotion9.mp4
Bovine Spongiform Encephalopathy/locomotion10.mp4
Bovine Spongiform Encephalopathy/locomotion11.mp4
Bovine Spongiform Encephalopathy/locomotion12.mp4
Bovine Spongiform Encephalopathy/locomotion13.mp4
Bovine Spongiform Encephalopathy/locomotion14.mp4
Bovine Spongiform Encephalopathy/locomotion15.mp4
Bovine Spongiform Encephalopathy/locomotion16.mp4
Bovine Spongiform Encephalopathy/locomotion17.mp4
Bovine Spongiform Encephalopathy/locomotion18.mp4
Bovine Spongiform Encephalopathy/locomotion19.mp4
Bovine Spongiform Encephalopathy/locomotion20.mp4
Bovine Spongiform Encephalopathy/locomotion21.mp4
Bovine Spongiform Encephalopathy/locomotion22.mp4
Bovine Spongiform Encephalopathy/locomotion23.mp4
Bovine Spongiform Encephalopathy/locomotion24.mp4
Bovine Spongiform Encephalopathy/locomotion24_1.mp4
Bovine Spongiform Encephalopathy/locomotion25.mp4
Bovine Spongiform Encephalopathy/locomotion26.mp4
Bovine Spongiform Encephalopathy/locomotion27.mp4
Bovine Spongiform Encephalopathy/locomotion28.mp4
Bovine Spongiform Encephalopathy/locomotion29.mp4
Bovine Spongiform Encephalopathy/locomotion30.mp4
Bovine Spongiform Encephalopathy/locomotion31.mp4
Bovine Spongiform Encephalopathy/locomotion32.mp4
Bovine Spongiform Encephalopathy/locomotion33.mp4
Bovine Spongiform Encephalopathy/locomotion34.mp4
Bovine Spongiform Encephalopathy/locomotion35.mp4
Bovine Spongiform Encephalopathy/locomotion36.mp4
Bovine Spongiform Encephalopathy/locomotion37.mp4
Bovine Spongiform Encephalopathy/locomotion38.mp4
Bovine Spongiform Encephalopathy/locomotion39.mp4
